#sjh_ID, date, SOL_event, duration, basepoint_X, std_X, basepoint_Y, std_Y, basepoint_X_longitude, basepoint_Y_latitude, max_height, upper_H, lower_H, avg_width, std_width, velocity, sigma, flag
sjh_2012-12-16T13_1,2012-12-16T13:00:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-973.922,0.0,193.439,0.0,-89.0,11.0,263.67091181622584,65.90404629235343,-52.725425736256106,63.48741828898073,0.0,nan,0.35994686219311206,010
sjh_2012-12-16T13_2,2012-12-16T13:39:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-944.896,0.0,285.076,0.0,-89.0,16.0,44.18110773848932,6.3516804036204935,-5.553310762185336,20.55974749358561,0.0,nan,0.23558943813522135,010
sjh_2012-12-16T14_1,2012-12-16T14:25:55.000000,SOL2012-12-16T00:00:03L088C079,16.2,-967.047,0.19999999999998863,191.09449999999998,2.923500000000004,-89.0,11.0,183.09347943059026,48.79771412612526,-38.52903221797577,62.04074526463814,7.8314379272444725,nan,0.35686593488589713,010
sjh_2012-12-16T14_2,2012-12-16T14:33:43.000000,SOL2012-12-16T00:00:03L088C079,8.4,-980.044,0.0,124.397,0.0,-89.0,7.0,104.04527473081126,30.779649278236246,-23.75285644557235,81.77821609695336,0.0,nan,0.4044690262176535,010
sjh_2012-12-16T14_3,2012-12-16T14:49:19.000000,SOL2012-12-16T00:00:03L088C079,31.8,-965.46425,3.3212858485080745,188.59024999999997,3.567986643402687,-89.0,11.0,107.26457794164855,33.03894499362566,-25.258870313709043,63.59759986132127,6.0862925602757825,nan,0.38659499441341794,010
sjh_2012-12-16T15_1,2012-12-16T15:51:43.000000,SOL2012-12-16T00:00:03L088C079,8.4,-973.917,0.0,141.823,0.0,-89.0,8.0,61.177565209805465,20.093121108824505,-15.125358017578964,30.7498764225159,0.0,nan,0.43334787389792506,010
sjh_2012-12-16T16_1,2012-12-16T16:46:19.000000,SOL2012-12-16T00:00:03L088C079,39.6,-963.4812,3.607672734603318,208.4278,3.3344904498288845,-89.0,12.0,127.89537058470876,41.79617611609913,-31.501495138218324,46.612428241491514,19.422335895350116,0.0910935687925276,0.5217387294556517,000
sjh_2012-12-16T17_1,2012-12-16T17:09:43.000000,SOL2012-12-16T00:00:03L088C079,16.2,-971.6320000000001,2.728999999999985,149.99,17.738,-89.0,8.0,82.04128492411613,29.882025081045505,-21.903924514657156,35.05850192682344,0.9208833514160695,0.17530189086349598,0.4240523627062629,000
sjh_2012-12-16T17_2,2012-12-16T17:33:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-971.077,0.0,161.623,0.0,-89.0,9.0,62.77763414624672,22.737947515820704,-16.692098944325235,41.79990933004521,0.0,nan,0.4610861049388865,010
sjh_2012-12-16T17_3,2012-12-16T17:48:43.000000,SOL2012-12-16T00:00:03L088C079,31.8,-970.6117499999999,1.7309263957488243,167.90675,2.0583767117561327,-89.0,9.0,98.90664967028249,38.22025827254553,-27.567439184485018,39.65057190626143,13.853713040423166,0.21133899502197112,0.49678644659600857,000
sjh_2012-12-16T18_1,2012-12-16T18:43:19.000000,SOL2012-12-16T00:00:03L088C079,31.8,-974.5747499999999,5.901740606592257,152.76725,20.010622033997347,-89.0,8.0,62.736879320619686,22.91654408995503,-16.78523056954264,36.95103854929268,18.338149337615484,0.13405316094149505,0.4430175922779471,000
sjh_2012-12-16T19_1,2012-12-16T19:45:43.000000,SOL2012-12-16T00:00:03L088C079,24.0,-962.793,2.14055802693282,211.07466666666667,0.762803746422077,-89.0,12.0,220.32669507801364,101.33243188210228,-69.40962636999843,79.5781216857095,61.5833574512986,0.47078353649148214,0.5013155109467804,000
sjh_2012-12-16T20_1,2012-12-16T20:16:55.000000,SOL2012-12-16T00:00:03L088C079,31.8,-967.3907499999999,1.339801734399559,171.15675,3.1918746353044627,-89.0,10.0,117.10387174214172,49.035012730440904,-34.5625881616381,30.785898473171677,2.6035992778394825,0.12511097408348473,0.5109290864106937,000
sjh_2012-12-16T20_2,2012-12-16T20:55:55.000000,SOL2012-12-16T00:00:03L088C079,87.6,-969.4378181818181,5.073561629004409,169.11300000000003,7.545238426258702,-89.0,9.0,299.5119243021433,94.70515767931715,-71.9535639483126,55.881586000852124,25.90963723005406,0.07848844976471261,0.5076051997902036,000
sjh_2012-12-16T21_1,2012-12-16T21:04:55.000000,SOL2012-12-16T00:00:03L088C079,31.8,-961.60325,0.7405040091045879,207.67225000000002,1.3479579694856976,-89.0,12.0,94.30140285276785,26.67303713922988,-20.79203524926216,25.1742473659284,7.8009428955125095,0.20149872404437574,0.4033009732342753,000
sjh_2012-12-16T21_2,2012-12-16T21:43:55.000000,SOL2012-12-16T00:00:03L088C079,16.2,-974.8255,3.697499999999991,150.7455,2.7734999999999985,-89.0,8.0,254.53490929536562,90.36565404292196,-66.6894055857813,54.21750202089259,34.426861556268925,0.5438780113148838,0.4434582259600677,000
sjh_2012-12-16T23_1,2012-12-16T23:25:19.000000,SOL2012-12-16T00:00:03L088C079,39.6,-969.4491999999998,2.7803970507825166,169.86579999999998,6.273441524394722,-89.0,9.0,304.3957666098527,101.51715758105627,-76.12813281945483,47.367630128199345,13.042038300745078,0.21680610157396918,0.42111767941686573,000
sjh_2012-12-16T23_2,2012-12-16T23:48:43.000000,SOL2012-12-16T00:00:03L088C079,8.4,-981.94,0.0,104.231,0.0,-89.0,6.0,79.06040956762106,11.993746043392184,-10.413917608455995,69.15565301000345,0.0,nan,0.24609160890552373,010
sjh_2012-12-17T00_1,2012-12-17T00:12:07.000000,SOL2012-12-16T00:00:03L088C079,17.4,-972.5509999999999,0.589999999999975,164.886,2.7280000000000086,-89.0,9.0,173.42364532522674,90.98554772474118,-59.67661402512239,41.92151347266717,13.944403739887415,0.37056334471202296,0.5500863397438978,000
sjh_2012-12-17T00_2,2012-12-17T00:36:43.000000,SOL2012-12-16T00:00:03L088C079,8.4,-967.507,0.0,182.216,0.0,-89.0,10.0,58.027760434123344,17.102855350214384,-13.20953359214454,24.684176510469232,0.0,nan,0.40346253821971306,010
sjh_2012-12-17T01_1,2012-12-17T01:07:55.000000,SOL2012-12-16T00:00:03L088C079,8.4,-958.814,0.0,187.624,0.0,-89.0,11.0,171.13104542589585,66.90684124572783,-48.10090464431429,111.92734083542771,0.0,nan,0.48314891170537394,010
sjh_2012-12-17T01_2,2012-12-17T01:31:19.000000,SOL2012-12-16T00:00:03L088C079,70.8,-970.6244444444443,2.9537875162844798,168.33077777777777,12.83290085658974,-89.0,9.0,285.4713270120135,88.30018451605221,-67.44005380760625,48.695397853757,26.21839847890716,0.12199629359487756,0.46772642370167794,000
sjh_2012-12-17T02_1,2012-12-17T02:02:31.000000,SOL2012-12-16T00:00:03L088C079,8.4,-969.92,0.0,170.623,0.0,-89.0,9.0,231.33284670828746,98.31587456083331,-68.99371868093755,93.4822269739013,0.0,nan,0.5075390330581064,010
sjh_2012-12-17T02_2,2012-12-17T02:18:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-978.858,0.0,145.904,0.0,-89.0,8.0,270.281941376038,148.58921663015974,-95.87908159995577,104.47050502414545,0.0,nan,0.5836360263947759,010
sjh_2012-12-17T02_3,2012-12-17T02:49:19.000000,SOL2012-12-16T00:00:03L088C079,24.0,-974.5703333333332,3.0728375955928544,147.25266666666667,18.77761092956775,-89.0,8.0,119.56871297463238,47.20642715259039,-33.844443089420785,42.20071773985419,12.854621629637897,0.2554887029372487,0.4166536895961854,000
sjh_2012-12-17T03_1,2012-12-17T03:36:07.000000,SOL2012-12-16T00:00:03L088C079,16.2,-975.5575,3.334500000000048,152.57999999999998,0.7070000000000078,-89.0,8.0,109.80536288492478,50.139496691044116,-34.42177287612421,70.93338993723347,36.35256507720445,0.2346268437712068,0.532068285760221,000
sjh_2012-12-17T03_2,2012-12-17T03:51:43.000000,SOL2012-12-16T00:00:03L088C079,78.6,-967.9464,1.5204868430867768,177.8077,6.318100158275427,-89.0,10.0,285.0342784806769,50.82950543006093,-43.136986182581445,54.85062367943588,23.162085678472646,0.06767195595457666,0.43669374987798226,000
sjh_2012-12-17T04_1,2012-12-17T04:07:19.000000,SOL2012-12-16T00:00:03L088C079,8.4,-971.525,0.0,156.038,0.0,-89.0,9.0,101.84224011032948,32.64849003883016,-24.72285902594617,58.245589189225306,0.0,nan,0.42658218154624855,010
sjh_2012-12-17T04_2,2012-12-17T04:22:55.000000,SOL2012-12-16T00:00:03L088C079,8.4,-968.967,0.0,175.637,0.0,-89.0,10.0,273.37971901734034,99.03855416374053,-72.70086904678357,82.86622012014307,0.0,nan,0.46114660739812646,010
sjh_2012-12-17T04_3,2012-12-17T04:46:19.000000,SOL2012-12-16T00:00:03L088C079,16.2,-965.3969999999999,0.9300000000000068,197.13150000000002,2.0154999999999887,-89.0,11.0,82.90479332945719,34.276432811194496,-24.250305888353385,22.07073737567721,1.8973110429988722,0.17714699429371195,0.5545098615405498,000
sjh_2012-12-17T05_1,2012-12-17T05:33:07.000000,SOL2012-12-16T00:00:03L088C079,16.2,-965.3125,0.5995000000000346,196.214,0.7220000000000084,-89.0,11.0,145.98352018293016,56.987136210955065,-40.987120488368056,37.84168661435254,9.388281721440332,0.3119305986814747,0.49915342412880837,000
sjh_2012-12-17T05_2,2012-12-17T05:40:55.000000,SOL2012-12-16T00:00:03L088C079,8.4,-979.103,0.0,162.842,0.0,-89.0,9.0,183.9495817989266,37.57944101920995,-31.204590584936902,41.937885616707,0.0,nan,0.31049670480700337,010
sjh_2012-12-17T06_1,2012-12-17T06:12:07.000000,SOL2012-12-16T00:00:03L088C079,16.2,-970.4485,3.270500000000027,173.137,9.825999999999993,-89.0,10.0,176.90856218479087,39.33099274553573,-32.17722760368737,46.387320431269245,12.692656625259833,0.37800974825810013,0.3690618395195877,000
sjh_2012-12-17T06_2,2012-12-17T06:12:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-967.178,0.0,182.963,0.0,-89.0,10.0,200.0750319661352,85.14836189305186,-59.72883569300414,196.05546037642,0.0,nan,0.5079428991633866,010
sjh_2012-12-17T06_3,2012-12-17T06:35:31.000000,SOL2012-12-16T00:00:03L088C079,63.0,-968.396125,2.608159285660104,183.777875,3.810260438523194,-89.0,10.0,257.1876478604679,99.95456337544992,-71.97995151144632,49.05377588052829,19.046764833244033,0.10990925122242218,0.4898117095381163,000
sjh_2012-12-17T06_4,2012-12-17T06:58:55.000000,SOL2012-12-16T00:00:03L088C079,8.4,-966.496,0.0,182.539,0.0,-89.0,10.0,268.15307133799524,65.54323484783085,-52.66950638670223,84.91033636136416,0.0,nan,0.3542524716132272,010
sjh_2012-12-17T07_1,2012-12-17T07:22:19.000000,SOL2012-12-16T00:00:03L088C079,8.4,-968.26,0.0,187.231,0.0,-89.0,10.0,214.70356601137308,99.11640927156115,-67.81163787187432,60.846161062140986,0.0,nan,0.5319229503887899,010
sjh_2012-12-17T07_2,2012-12-17T07:45:43.000000,SOL2012-12-16T00:00:03L088C079,24.0,-966.0343333333334,1.7802189628120517,181.88833333333332,5.637544638896941,-89.0,10.0,150.1274145252624,69.90341871902672,-47.695222365098715,31.506958246303977,18.152945795811124,nan,0.529233085352475,010
sjh_2012-12-17T08_1,2012-12-17T08:16:55.000000,SOL2012-12-16T00:00:03L088C079,86.4,-969.7018181818183,4.3652635829649995,185.51354545454546,7.206821280925912,-89.0,10.0,207.77252482703295,70.87446080062384,-52.84738908310866,49.8346503659761,24.542836764448655,nan,0.47998591027880655,010
sjh_2012-12-17T08_2,2012-12-17T08:16:55.000000,SOL2012-12-16T00:00:03L088C079,8.4,-966.697,0.0,186.045,0.0,-89.0,10.0,94.4951760567703,33.40552757519285,-24.680561715833253,31.5009841909741,0.0,nan,0.45414988066187656,010
sjh_2012-12-17T08_3,2012-12-17T08:48:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-970.847,0.0,175.774,0.0,-89.0,10.0,30.598080070488038,6.500419241462331,-5.361412243916075,18.272048270514166,0.0,nan,0.3197388494244945,010
sjh_2012-12-17T09_1,2012-12-17T09:50:31.000000,SOL2012-12-16T00:00:03L088C079,31.8,-963.24425,0.5769009338699338,196.16475,1.2695706705418197,-89.0,11.0,170.50980927794157,42.52834651758736,-34.03850463566683,35.396326999558255,11.774734792781741,0.12144573310394699,0.4379561967080547,000
sjh_2012-12-17T09_2,2012-12-17T09:58:19.000000,SOL2012-12-16T00:00:03L088C079,24.0,-966.8053333333334,0.5279080307107414,178.06766666666667,3.290762458087119,-89.0,10.0,216.501568162912,153.32690666539642,-89.75922081185792,43.280812023924376,26.399778027155026,0.2313050941911453,0.5501380167606076,000
sjh_2012-12-17T10_1,2012-12-17T10:29:31.000000,SOL2012-12-16T00:00:03L088C079,63.0,-964.835,1.632238110693402,192.988625,8.235968445445563,-89.0,11.0,194.3414483068396,23.61939082102081,-21.059868546338866,45.98356502195061,19.672100116587444,nan,0.4667123048030013,010
sjh_2012-12-17T10_2,2012-12-17T10:29:31.000000,SOL2012-12-16T00:00:03L088C079,8.4,-967.904,0.0,180.921,0.0,-89.0,10.0,269.9706243942293,113.52295913802315,-79.91754093845262,76.16092185629059,0.0,nan,0.5044165232042457,010
sjh_2012-12-17T11_1,2012-12-17T11:24:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-975.047,0.0,145.288,0.0,-89.0,8.0,47.84269575389744,13.360504045069305,-10.443939732670023,19.791861787108395,0.0,nan,0.3889411641209846,010
sjh_2012-12-17T11_2,2012-12-17T11:51:07.000000,SOL2012-12-16T00:00:03L088C079,8.4,-965.114,0.0,183.684,0.0,-89.0,10.0,44.83199861705925,16.162352692685037,-11.879634064591198,33.55932897124137,0.0,nan,0.45974727421678996,010
sjh_2012-12-27T05_1,2012-12-27T05:20:31.000000,SOL2012-12-27T05:20:23L119C107,29.8,952.6494999999999,3.3236984796057287,-238.97616666666667,6.113435461251622,90.0,-14.0,315.8592277091173,89.57583834396482,-69.78517027685295,47.463987625895555,5.258270689954484,0.21753390338093478,0.40925437280565063,000
sjh_2012-12-29T09_1,2012-12-29T09:51:31.000000,SOL2012-12-29T09:30:35L085C029,39.0,462.03028571428575,6.540291053250185,858.3878571428571,9.207600314469572,80.0,61.0,157.40881898102157,63.184471626236174,-45.08656192238004,40.7270550023292,6.8196207881666995,0.12492763411192188,0.45451358840653977,000
sjh_2012-12-29T10_1,2012-12-29T10:22:55.000000,SOL2012-12-29T09:30:35L085C029,5.6,473.877,0.0,870.084,0.0,84.0,61.0,101.15755133948232,33.87402543958277,-25.37638639209596,42.89220894288377,0.0,nan,0.43878930576825453,110
sjh_2012-12-29T14_1,2012-12-29T14:41:43.000000,SOL2012-12-29T14:15:35L039C005,21.4,28.757649999999998,11.04897987723301,981.6759999999999,4.778539264252194,30.0,86.0,79.19344615956628,25.471545488043514,-19.272723710711638,38.67351917542317,6.15087583352979,0.2538251479473278,0.3649473019824214,000
sjh_2012-12-30T01_1,2012-12-30T01:20:55.000000,SOL2012-12-30T01:00:03L318C004,42.2,-64.8330375,1.0946720547012012,982.6765,4.065497601770271,-52.0,85.0,75.59747801752371,21.267798819091055,-16.598228036030424,34.49667743011324,4.049260684089955,0.12114980451526236,0.42404433948731446,000
sjh_2013-01-18T17_1,2013-01-18T17:55:43.000000,SOL2013-01-18T17:50:23L162C015,5.6,239.519,0.0,925.572,0.0,41.0,68.0,43.2211156843504,19.624597712458435,-13.496497408398803,27.256072809559342,0.0,nan,0.527022342983524,110
sjh_2013-01-18T17_2,2013-01-18T17:55:43.000000,SOL2013-01-18T17:50:23L162C015,5.6,352.689,0.0,924.653,0.0,76.0,68.0,73.09322163511477,19.558153800586574,-15.429543963025486,51.60215628246559,0.0,nan,0.37762739731686984,110
sjh_2013-01-29T02_1,2013-01-29T02:15:43.000000,SOL2013-01-29T02:00:03L230C115,16.2,-950.5349999999999,30.911906864507714,-426.08733333333333,22.647036308434615,-92.0,-24.0,193.88281614676427,34.48259123124826,-29.27580833153725,60.945896624469384,10.739531335498588,0.31070964126084016,0.3366914373425473,001
sjh_2013-01-29T02_2,2013-01-29T02:31:31.000000,SOL2013-01-29T02:00:03L230C115,26.4,-959.1478,25.76675118364751,-435.7228,12.938717067777613,-92.0,-24.0,324.9761175625063,126.8426144192122,-91.23309295884056,83.49374016462328,9.381841787323797,0.3471967067975495,0.4218979432369282,001
sjh_2013-03-19T23_1,2013-03-19T23:05:19.000000,SOL2013-03-19T23:00:03L293C075,52.4,-929.5093,3.3060650643930214,299.25550000000004,3.124308379465763,-87.0,17.0,264.0671941798147,79.55368096850499,-61.13574243986663,55.28880141631142,26.56374301275477,0.09404102356831008,0.45376947563710035,000
sjh_2013-04-24T11_1,2013-04-24T11:59:19.000000,SOL2013-04-24T11:54:03L291C054,26.6,108.3792,2.379104486986648,482.2558,0.8254512462889749,7.0,25.0,283.6941462539543,162.83886931469968,-103.4558081855658,38.05183864875064,11.380338595817227,0.22515408432853515,0.5113705847486718,000
sjh_2013-05-03T04_1,2013-05-03T04:41:07.000000,SOL2013-05-03T04:30:35L070C047,5.6,-713.451,0.0,536.884,0.0,-62.0,32.0,73.27866473264906,26.42360336417293,-19.420685295457638,29.196892437381038,0.0,nan,0.45981189329725847,110
sjh_2013-05-04T12_1,2013-05-04T12:25:43.000000,SOL2013-05-04T12:20:23L126C112,21.2,-200.14033333333336,1.761858173129218,-301.517,7.096267046835253,-13.0,-22.0,55.02634362739359,12.40461065277625,-10.122656213756532,18.120046651730448,3.8222196874476495,0.17636648598523585,0.47261555331765326,000
sjh_2013-05-04T12_2,2013-05-04T12:25:43.000000,SOL2013-05-04T12:20:23L126C112,5.6,-219.434,0.0,-291.299,0.0,-14.0,-21.0,29.57207818196077,8.84027300630106,-6.805760033041142,15.555041658574888,0.0,nan,0.4073177651287163,110
sjh_2013-05-04T23_1,2013-05-04T23:00:07.000000,SOL2013-05-04T23:00:03L134C098,21.2,-10.891042500000001,5.608235660421088,-194.0485,6.1713730036354075,-0.0,-15.0,187.89031870200895,70.73651232378172,-51.38950893713953,61.69901183073358,25.22241639969985,0.2007375199807788,0.45981943647924683,000
sjh_2013-05-05T00_1,2013-05-05T00:23:19.000000,SOL2013-05-04T23:00:03L134C098,10.8,-4.637321,3.988429,-191.74099999999999,4.462000000000003,-0.0,-15.0,179.64244353618105,63.245283466594366,-46.776909662247355,66.94479565699137,10.546212498794024,0.575777062615965,0.4668529123089049,000
sjh_2013-05-05T01_1,2013-05-05T01:10:19.000000,SOL2013-05-04T23:00:03L134C098,5.6,1.8735,0.0,-207.803,0.0,0.0,-16.0,100.56287684110872,44.52891313167704,-30.862915179206055,23.697040539957722,0.0,nan,0.5196147095919349,110
sjh_2013-05-05T01_2,2013-05-05T01:31:07.000000,SOL2013-05-04T23:00:03L134C098,16.0,1.1287186666666666,3.555497719898517,-179.55633333333333,3.1057126217486526,0.0,-14.0,161.30546154107742,81.78568828992834,-54.26967705830854,40.66467148650532,12.031271139410046,0.2585023422132651,0.5076184620135084,000
sjh_2013-05-04T23_2,2013-05-04T23:15:43.000000,SOL2013-05-04T23:15:35L127C118,21.2,-117.70175,2.8266904123904353,-293.77125,4.055211484928976,-7.0,-21.0,144.231217386667,67.15059646340663,-45.818569250367794,40.60162919561556,4.893799563144871,0.15392872720028494,0.46610835362928227,000
sjh_2013-05-04T23_3,2013-05-04T23:41:55.000000,SOL2013-05-04T23:15:35L127C118,10.8,-106.57499999999999,1.2479999999999976,-295.8175,0.9574999999999818,-6.0,-21.0,105.30401650179351,44.03440691705199,-31.050280339672923,24.062766727890434,3.511490538806715,0.3375128734031843,0.541467280163341,000
sjh_2013-05-05T06_1,2013-05-05T06:50:31.000000,SOL2013-05-05T06:50:23L039C108,57.6,-902.3666363636363,1.6222360142563657,-312.00609090909086,2.913726930942425,-91.0,-19.0,167.57401938546442,45.98214905702093,-36.081437467547254,35.445305746861216,9.938926426507397,0.06713702699738158,0.42360830411747935,001
sjh_2013-05-05T07_1,2013-05-05T07:26:55.000000,SOL2013-05-05T06:50:23L039C108,5.6,-911.729,0.0,-306.012,0.0,-91.0,-18.0,125.28173474214019,25.13034986784048,-20.931654755558505,15.012358442296796,0.0,nan,0.30623872239280514,111
sjh_2013-05-05T08_1,2013-05-05T08:08:43.000000,SOL2013-05-05T06:50:23L039C108,172.2,-901.7926451612902,3.2160912215074378,-305.42051612903225,3.7839730943509795,-91.0,-18.0,177.81332333939446,48.85937337257101,-38.32771957840552,34.36101704885326,15.245463236776354,0.023746437411778107,0.44961808583217305,001
sjh_2013-05-05T11_1,2013-05-05T11:00:31.000000,SOL2013-05-05T06:50:23L039C108,5.6,-956.591,0.0,-333.961,0.0,-91.0,-19.0,97.33125775926254,52.20176824616262,-33.978204657426005,78.54120855958355,0.0,nan,0.5763273519286767,111
sjh_2013-05-05T11_2,2013-05-05T11:10:55.000000,SOL2013-05-05T06:50:23L039C108,47.2,-900.872125,4.406290799456474,-300.994625,1.1195137267470197,-87.0,-18.0,190.97035882303845,57.57939052559764,-44.24046653960372,61.51523140452913,21.064702113303973,0.10201408056786242,0.44687231008909223,000
sjh_2013-05-05T07_2,2013-05-05T07:30:55.000000,SOL2013-05-05T07:20:23L068C079,21.4,-756.0310000000001,0.6484045804896965,228.83925,4.819954842890132,-54.0,11.0,97.62860245337946,32.126384481640905,-24.172126967214236,12.113005570639439,4.013043862912258,0.3129121873505752,0.44204424725428815,000
sjh_2013-05-05T07_3,2013-05-05T07:41:31.000000,SOL2013-05-05T07:20:23L068C079,5.6,-754.756,0.0,230.674,0.0,-53.0,11.0,25.622003532120637,6.631307339556519,-5.267905076557508,4.343670797839142,0.0,nan,0.36892995151586655,110
sjh_2013-06-02T12_1,2013-06-02T12:55:55.000000,SOL2013-06-02T12:40:11L172C065,26.6,668.6376,13.691904156836621,391.5274,3.277080261452267,50.0,24.0,163.34914550128502,46.19766885492575,-36.01271512901798,32.01091483238731,3.5202362411698966,0.17230922521232597,0.41227613335977364,000
sjh_2013-06-07T16_1,2013-06-07T16:33:19.000000,SOL2013-06-07T15:30:35L137C106,16.0,902.835,7.9669999999999845,-296.48199999999997,34.17400000000001,89.0,-18.0,215.68057262767078,86.88896717099152,-61.93704166961616,51.10548760375679,5.56966379436475,0.34564194331357495,0.4535872331219804,000
sjh_2013-06-07T16_2,2013-06-07T16:54:07.000000,SOL2013-06-07T15:30:35L137C106,6.4,909.1825,2.1475000000000364,-265.09749999999997,0.6115000000000066,89.0,-16.0,211.7095159174477,64.70724224499753,-49.559726490934146,61.97156913033332,6.1868574433487,nan,0.3357734578932402,010
sjh_2013-07-21T14_1,2013-07-21T14:55:43.000000,SOL2013-07-21T14:40:03L097C063,26.6,-820.1415,1.3263748527471504,490.78700000000003,0.36488833908471957,-92.0,30.0,84.34464424016504,13.979377900752882,-11.991837091936357,22.775743480441427,3.034207748841648,0.27033539820565716,0.3503627472962569,001
sjh_2013-07-21T14_2,2013-07-21T14:55:43.000000,SOL2013-07-21T14:40:03L097C063,26.6,-874.5037500000001,0.30524774773943064,382.19550000000004,2.9822056853946237,-92.0,23.0,58.49982167494187,21.939413759108255,-15.955544401125803,18.93054600071776,2.1219612660713554,0.062499809481775505,0.41827654137813686,001
sjh_2013-07-21T15_1,2013-07-21T15:42:43.000000,SOL2013-07-21T14:40:03L097C063,5.6,-876.437,0.0,385.026,0.0,-92.0,23.0,43.25411329573179,13.083647707394574,-10.045155685645454,17.32604617331943,0.0,nan,0.410538207078491,111
sjh_2013-07-22T05_1,2013-07-22T05:41:07.000000,SOL2013-07-22T05:15:08L202C066,5.6,353.815,0.0,324.447,0.0,24.0,24.0,44.02374243519062,10.044774947065383,-8.178670444442083,9.396953602098952,0.0,nan,0.33704355646874024,110
sjh_2013-07-22T05_2,2013-07-22T05:51:43.000000,SOL2013-07-22T05:15:08L202C066,16.0,356.402,0.8580000000000041,318.755,7.98599999999999,24.0,24.0,62.218951204596856,32.938205849129425,-21.53679960548693,17.49276704695289,2.8928267388557316,nan,0.5170824540875741,010
sjh_2013-07-24T22_1,2013-07-24T22:41:31.000000,SOL2013-07-24T22:05:03L231C077,16.2,937.3356666666667,5.62245523671724,236.33633333333333,17.595598622635404,91.0,14.0,91.94724440134137,33.249716854018004,-24.419281516075326,50.74346821817911,6.443787255228728,0.14735135320727782,0.4702924813990923,001
sjh_2013-08-03T05_1,2013-08-03T05:45:31.000000,SOL2013-08-03T05:40:11L339C118,21.4,-552.596,0.9994991245618775,-485.20925,1.2705505450394237,-40.0,-26.0,51.48247555236635,19.8122681401237,-14.306589200464252,20.5365457551413,4.694168877126991,0.16500793446271267,0.47888964134587264,000
sjh_2013-08-03T22_1,2013-08-03T22:41:07.000000,SOL2013-08-03T22:30:35L282C105,10.8,-916.0925,5.809500000000014,-253.103,2.9459999999999837,-88.0,-15.0,85.21520219420948,20.981764046134913,-16.836312080102868,28.78509303218292,6.49880439993192,0.2731256480583637,0.42053629488912825,000
sjh_2013-08-03T23_1,2013-08-03T23:22:55.000000,SOL2013-08-03T22:30:35L282C105,37.6,-917.6752,1.406383646093766,-256.3184,6.058924907935406,-88.0,-15.0,73.45581444650927,31.933692846826588,-22.257580252456894,22.681812425562228,8.494116321996644,0.047087060542634146,0.4804854960980832,000
sjh_2013-08-12T09_1,2013-08-12T09:00:07.000000,SOL2013-08-12T09:00:03L170C110,16.0,-891.5893333333333,1.8411288807564645,-272.87533333333334,7.094102918778531,-77.0,-15.0,183.80076002291176,60.45533841665972,-45.492158514819714,39.691257901317236,9.14072354235639,0.29455250003671757,0.3942648412123213,000
sjh_2013-08-12T09_2,2013-08-12T09:15:43.000000,SOL2013-08-12T09:00:03L170C110,24.2,-890.413,5.358811295427396,-289.53550000000007,5.389474394595443,-78.0,-16.0,168.12288468855158,61.90813100949339,-45.24682699595305,104.35468716785022,23.17211572343182,nan,0.45538442642504373,010
sjh_2013-08-12T09_3,2013-08-12T09:34:19.000000,SOL2013-08-12T09:00:03L170C110,5.6,-886.204,0.0,-297.332,0.0,-78.0,-17.0,37.58298891786016,14.401272884197315,-10.411668078903988,11.649874205329436,0.0,nan,0.47731640506087225,110
sjh_2013-08-14T17_1,2013-08-14T17:26:07.000000,SOL2013-08-14T17:00:07L193C008,42.2,-111.18407285714287,46.665416325342726,954.1212857142857,2.905388182290934,-134.0,80.0,84.14331924163669,27.915199210491824,-20.961168783127675,30.510439162828455,10.602880315970111,0.13484506288723827,0.42432071097339025,001
sjh_2013-08-14T17_2,2013-08-14T17:47:07.000000,SOL2013-08-14T17:00:07L193C008,10.8,-16.8487,1.0950999999999995,960.996,0.9339999999999691,-171.0,83.0,49.4629504393783,12.572475801525401,-10.024461588386659,31.145609628424964,0.20354044809864824,nan,0.3511616106362251,011
sjh_2013-09-12T21_1,2013-09-12T21:35:55.000000,SOL2013-09-12T21:30:35L118C043,21.2,-679.1329999999999,9.923712746077769,683.6786666666667,11.634347606214192,-97.0,44.0,56.53877296157048,11.562516791471731,-9.599385182101665,28.743895789235637,1.1142246291611686,0.06040467196748983,0.4199184022387097,001
sjh_2013-09-21T18_1,2013-09-21T18:30:55.000000,SOL2013-09-21T18:20:23L355C092,19.4,-968.7836666666667,1.8845159119047385,-12.353426666666666,4.0803106515830665,-89.0,-0.0,149.52580400739402,35.615359194380545,-28.76407994016988,37.24942188840222,8.180890156887212,0.18058671981569324,0.45386646425294574,000
sjh_2013-09-22T14_1,2013-09-22T14:46:19.000000,SOL2013-09-22T14:30:35L160C071,21.4,890.32475,10.108528784521488,342.27175,2.1941419023162694,88.0,21.0,159.32586525106333,44.18949554255837,-34.59458580851638,34.73172795096206,2.3794140119705034,0.5106598245226389,0.37410793710133294,000
