date,basepoint_X,basepoint_Y
2015-06-27T09:26:05.000000,-567.7189999999999,-302.6798
2012-04-14T12:13:46.000000,-582.927,-327.554
2015-10-24T09:43:01.000000,-595.956,-321.9085
2013-08-02T13:23:07.000000,-506.0246,-312.9238
2011-11-04T05:35:43.000000,-501.212,-324.797
2014-04-27T14:26:53.000000,-433.6256666666666,-293.3913333333333
2012-02-14T16:15:38.000000,-420.4015,-273.30724999999995
2013-07-25T21:41:13.000000,-421.134,-300.4853333333333
2014-11-27T00:08:40.000000,730.145,255.14
2014-12-17T23:45:49.000000,924.5404,105.0152
2014-09-08T13:06:24.000000,936.564,243.407
2012-07-27T17:43:21.000000,884.814,155.788
2011-06-02T05:45:06.000000,911.869,94.36875
2014-12-16T17:18:53.000000,907.605,121.674
2012-10-22T02:31:44.000000,205.3165,587.472
2012-06-21T15:36:21.000000,217.642,599.481
2013-06-01T04:37:41.000000,-111.967,981.7613333333334
2011-06-17T14:15:07.000000,99.641,987.483
2016-09-12T20:00:34.000000,313.8685,936.886
2011-10-03T10:13:16.000000,338.123,924.028
2013-04-07T21:03:11.000000,-664.383,329.913
2012-07-23T16:42:59.000000,-632.0264999999999,360.05600000000004
2011-09-25T11:56:18.000000,806.7638,551.7032
2013-05-31T12:08:52.000000,224.32933333333332,-953.6395555555556
2011-05-18T06:05:02.000000,204.6,-959.741
2015-08-22T05:04:25.000000,219.1735,-955.6485
2015-11-14T09:48:44.000000,967.096,49.2891
2012-12-13T08:42:04.000000,965.102,96.7482
2014-07-25T11:06:25.000000,941.2053333333332,147.8235
2016-10-16T07:05:33.000000,967.057,76.6517
2013-10-08T05:55:11.000000,967.057,76.6517
2014-07-03T19:24:11.000000,941.208,192.085
2016-01-29T03:20:03.000000,949.225,180.349
2015-09-19T18:24:04.000000,946.8836666666666,176.8733333333333
2014-03-14T20:10:23.000000,947.348,178.903
2016-09-21T17:14:15.000000,951.016,174.262
2012-04-21T06:36:24.000000,954.91,141.863
2013-02-09T06:58:14.000000,856.4135,173.985
2012-09-16T15:25:02.000000,947.127,194.997
2014-04-19T17:48:25.000000,952.276,173.787
2014-03-19T17:03:21.000000,119.806,952.233
2013-08-28T17:52:33.000000,-682.8348000000001,671.4721999999999
2015-08-17T21:22:27.000000,-154.09550000000002,-272.7145
2015-01-04T12:11:10.000000,-147.30120000000002,-281.47300000000007
2014-02-13T16:12:11.000000,-140.4174,-275.9118
2015-05-05T17:50:06.000000,-133.03300000000002,-279.9753333333333
2016-12-13T02:31:16.000000,-134.138,-282.167
2015-12-25T23:44:27.000000,-125.136,-283.897
2016-04-23T12:14:09.000000,-117.95738461538464,-279.7261538461538
2011-09-04T01:27:48.000000,-113.254,-292.082
2014-05-04T02:37:43.000000,29.1962,-963.7845
2013-05-22T14:00:52.000000,-145.9215,-950.72
2015-07-24T10:10:42.000000,-233.3135,-929.524
2015-06-19T17:27:21.000000,-97.63355,-953.546
2014-11-22T09:20:52.000000,-217.2575,-932.4795
2012-11-21T14:17:45.000000,-872.636,-376.53
2014-04-05T20:49:22.000000,-838.127,-403.538
2013-02-28T18:57:02.000000,-864.2925,401.53125
2015-04-28T10:35:14.000000,-860.3242857142858,435.6545714285714
2012-07-28T04:28:01.000000,-876.282,399.49
2013-11-15T01:43:24.000000,897.3453333333333,350.61358333333334
2015-12-21T11:28:44.000000,916.6995,285.815
2011-08-11T20:57:25.000000,935.4513,-214.27845
2013-06-13T12:11:52.000000,957.843,-151.257
2012-03-14T15:21:22.000000,947.422,-160.666
2011-02-18T11:55:01.000000,934.297,-208.853
2015-06-06T18:18:41.000000,936.456,-199.3985
2011-03-31T18:56:18.000000,939.301,-187.986
2014-01-03T16:37:51.000000,928.217,-236.888
2013-01-17T23:48:29.000000,-370.1372,894.4312000000002
2011-09-12T08:19:14.000000,630.6253333333333,729.4316666666667
2014-07-05T17:16:31.000000,497.573,-337.478
2015-11-13T01:19:53.000000,553.6355000000001,-351.659
2013-10-21T08:19:43.000000,-934.7982142857144,-290.13525000000004
2015-03-12T22:03:25.000000,-934.613,-265.859
2012-06-15T04:31:32.000000,-934.7885,-291.1205
2016-10-25T08:42:30.000000,-936.252,-290.76
2016-10-08T06:36:31.000000,-934.882,-305.3325
2016-01-24T12:38:37.000000,182.631,-963.373
2011-09-02T23:59:29.000000,-32.2599,-973.241
2013-08-19T04:19:13.000000,100.8659,-978.622
2011-05-09T10:08:36.000000,-27.49006,-983.1196
2012-07-02T18:00:27.000000,-968.994,31.777610000000003
2016-10-15T13:38:57.000000,-945.63,281.659
2011-12-13T12:28:10.000000,-962.076,214.3015
2014-04-26T01:43:52.000000,-941.4526666666668,300.26166666666666
2014-02-09T17:34:20.000000,-970.20225,171.70275
2012-01-01T20:54:28.000000,-934.347,-5.80455
2016-08-05T21:20:02.000000,-1021.35,-5.83052
2012-10-13T04:02:54.000000,-960.094,211.887
2011-09-27T18:57:31.000000,-971.4773333333331,180.65866666666668
2015-12-26T10:32:52.000000,-970.8415,187.5265
2013-03-01T12:13:47.000000,-968.666,163.437
2015-03-31T15:02:58.000000,-968.8887222222222,180.65638888888893
2012-11-23T14:49:08.000000,-984.359,102.708
2012-10-03T06:51:10.000000,-973.922,193.439
2013-02-13T22:51:22.000000,-944.896,285.076
2011-05-24T17:11:36.000000,-967.047,191.0945
2016-04-09T12:45:57.000000,-980.044,124.397
2013-06-08T01:51:54.000000,-965.46425,188.59025
2013-10-27T11:21:27.000000,-973.917,141.823
2015-01-26T22:02:39.000000,-963.4812,208.4278
2012-10-06T21:48:26.000000,-971.632,149.99
2012-10-12T21:56:39.000000,-971.077,161.623
2013-09-13T01:00:03.000000,-970.61175,167.90675
2012-02-15T00:42:31.000000,-974.57475,152.76725
2012-11-11T19:18:24.000000,-962.793,211.07466666666667
